page,impressions,clicks,ctr,position,page_type,expected_ctr,ctr_ratio,issue_type,priority,estimated_gain,action,url_type,opportunity_score,type,query,competing_pages,dominant_page,total_query_impressions,priority_score,rank
https://demo-store.com/blog/best-shoes-for-marathon,17008,133,0.007875,7.12,low_ctr,0.03904,0.2017,Low CTR,Medium,430,Position #7.1: actual CTR 0.8% vs 3.9% expected (20% of benchmark). Fixing could add +430 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add FAQ schema for expanded SERP presence.,blog,1906.95,Low CTR,,,,,2,149
https://demo-store.com/brands/on-running,20261,205,0.010122,7.82,low_ctr,0.03344,0.3027,Low CTR,Medium,370,Position #7.8: actual CTR 1.0% vs 3.3% expected (30% of benchmark). Fixing could add +370 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly.,brand,1806.65,Low CTR,,,,,2,150
https://demo-store.com/product/vans-swimming-269,13003,118,0.009124,5.96,low_ctr,0.05044,0.1809,Low CTR,Medium,438,Position #6.0: actual CTR 0.9% vs 5.0% expected (18% of benchmark). Fixing could add +438 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1787.04,Low CTR,,,,,2,151
https://demo-store.com/product/under-armour-casual-shoes-531,18938,160,0.008466,7.94,low_ctr,0.03248,0.2607,Low CTR,Medium,362,Position #7.9: actual CTR 0.8% vs 3.2% expected (26% of benchmark). Fixing could add +362 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1763.33,Low CTR,,,,,2,152
https://demo-store.com/product/vans-swimming-659,16316,98,0.006053,7.83,low_ctr,0.03336,0.1814,Low CTR,Medium,363,Position #7.8: actual CTR 0.6% vs 3.3% expected (18% of benchmark). Fixing could add +363 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1705.78,Low CTR,,,,,2,153
https://demo-store.com/product/nike-running-shoes-795,11671,102,0.008803,5.71,low_ctr,0.05319,0.1655,Low CTR,Medium,424,Position #5.7: actual CTR 0.9% vs 5.3% expected (17% of benchmark). Fixing could add +424 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1705.68,Low CTR,,,,,2,154
https://demo-store.com/product/nike-running-shoes-105,12671,152,0.012058,5.76,low_ctr,0.05264,0.2291,Low CTR,Medium,414,Position #5.8: actual CTR 1.2% vs 5.3% expected (23% of benchmark). Fixing could add +414 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1695.85,Low CTR,,,,,2,155
https://demo-store.com/product/saucony-hiking-boots-772,12712,250,0.019714,5.18,low_ctr,0.05902,0.334,Low CTR,Medium,387,Position #5.2: actual CTR 2.0% vs 5.9% expected (33% of benchmark). Fixing could add +387 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1634.4,Low CTR,,,,,2,156
https://demo-store.com/product/brooks-cycling-shoes-338,17551,281,0.016029,6.81,low_ctr,0.0419,0.3826,Low CTR,Medium,343,Position #6.8: actual CTR 1.6% vs 4.2% expected (38% of benchmark). Fixing could add +343 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1591.19,Low CTR,,,,,2,157
https://demo-store.com/product/nike-running-shoes-150,4130,129,0.031392,2.1,low_ctr,0.1476,0.2127,Low CTR,Medium,388,Position #2.1: actual CTR 3.1% vs 14.8% expected (21% of benchmark). Fixing could add +388 clicks/mo. CRITICAL: Top 3 but low CTR. Rewrite title with number/power word. Add FAQ schema. Add review schema for star ratings in SERPs.,product,1548.36,Low CTR,,,,,2,158
https://demo-store.com/product/puma-basketball-shoes-542,12171,88,0.007255,6.64,low_ctr,0.0436,0.1664,Low CTR,Medium,362,Position #6.6: actual CTR 0.7% vs 4.4% expected (17% of benchmark). Fixing could add +362 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1527.97,Low CTR,,,,,2,159
https://demo-store.com/product/adidas-trail-shoes-766,13955,100,0.007214,7.82,low_ctr,0.03344,0.2157,Low CTR,Medium,295,Position #7.8: actual CTR 0.7% vs 3.3% expected (22% of benchmark). Fixing could add +295 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1399.6,Low CTR,,,,,2,160
https://demo-store.com/product/under-armour-casual-shoes-336,9723,68,0.007053,6.12,low_ctr,0.0488,0.1445,Low CTR,Medium,334,Position #6.1: actual CTR 0.7% vs 4.9% expected (14% of benchmark). Fixing could add +334 clicks/mo. Improve title relevance. Ensure meta description matches search intent exactly. Add review schema for star ratings in SERPs.,product,1359.15,Low CTR,,,,,2,161
https://demo-store.com/product/reebok-tennis-shoes-753,6572,113,0.017304,3.85,low_ctr,0.08335,0.2076,Low CTR,Medium,351,Position #3.9: actual CTR 1.7% vs 8.3% expected (21% of benchmark). Fixing could add +351 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1352.64,Low CTR,,,,,2,162
https://demo-store.com/product/altra-badminton-shoes-193,10698,160,0.015016,5.71,low_ctr,0.05319,0.2823,Low CTR,Medium,323,Position #5.7: actual CTR 1.5% vs 5.3% expected (28% of benchmark). Fixing could add +323 clicks/mo. Rewrite title tag. A/B test with numbers and current year. Add structured data. Add review schema for star ratings in SERPs.,product,1344.65,Low CTR,,,,,2,163
https://demo-store.com/brands/adidas,6508,399,0.061309,4.54,,,,Keyword Cannibalization,Medium,450,HIGH PRIORITY: 2 pages splitting traffic for 'adidas running shoes'. Consolidate content into 'https://demo-store.com/brands/adidas'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,adidas running shoes,2.0,https://demo-store.com/brands/adidas,11253.0,2,164
https://demo-store.com/blog/nike-vs-adidas,4745,131,0.027608,8.49,,,,Keyword Cannibalization,Medium,450,HIGH PRIORITY: 2 pages splitting traffic for 'adidas running shoes'. Consolidate content into 'https://demo-store.com/brands/adidas'. 301-redirect or noindex the weaker pages. Add canonical tags pointing to the dominant page.,,,Keyword Cannibalization,adidas running shoes,2.0,https://demo-store.com/brands/adidas,11253.0,2,165
